BANK NAME,BRANCH NAME,SORT CODE
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - TARKWA BRANCH,050434
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-HO BRANCH,050503
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - HOHOE BRANCH,050535
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - NKWANTA BRANCH,050541
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-KUMASI BRANCH,050605
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-KUMASI CENTRAL BRANCH,050619
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-OBUASI BRANCH,050621
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - ASOKWA BRANCH,050632
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - ASHANTI MAMPONG BRANCH,050643
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - SUAME BRANCH,050645
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - KUMASI CITY MALL BRANCH,050648
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-TANOSO BRANCH,050650
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-SUNYANI BRANCH,050706
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-TECHIMAN BRANCH,050715
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-WENCHI BRANCH,050725
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-KINTAMPO BRANCH,050726
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-TAMALE BRANCH,050808
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - SAWLA BRANCH,050840
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - UDS TAMALE BRANCH,050842
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK - YENDI BRANCH,050844
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-BOLGATANGA BRANCH,050902
NATIONAL INVESTMENT BANK (NIB),NATIONAL INVESTMENT BANK-WA BRANCH,051014
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-HEAD OFFICE-RIDGE BRANCH,060101
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-ACCRA CENTRAL BRANCH,060102
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TEMA BRANCH,060103
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-ABOSSEY OKAI BRANCH,060106
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-RING ROAD BRANCH,060107
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-DZORWULU 1 MOTORWAY BRANCH,060108
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-DZORWULU 2 BRANCH,060109
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-MADINA BRANCH,060110
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-EAST LEGON 1 BRANCH,060111
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-EAST LEGON 2 BRANCH,060112
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TESHIE BRANCH,060113
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-SPINTEX ROAD BRANCH,060114
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TEMA INDUSTRIA AREA BRANCH,060119
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-ACHIMOTA BRANCH,060129
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TAKORADI BRANCH,060402
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD - TARKWA BRANCH,060403
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TAKORADI BRANCH,060405
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-KUMASI-ADUM BRANCH,060601
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-SUAME BRANCH,060602
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-KNUST BRANCH,060603
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TANOSO BRANCH,060605
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-ALABAR BRANCH,060606
UNITED BANK FOR AFRICA (GH) LTD (UBA),UNITED BANK FOR AFRICA(GH) LTD-TAMALE BRANCH,060801
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK -CORPORATE BANKING,080010
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK -CONSUMER BANKING,080020
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK - PARASTATALS,080030
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK - AGRIC FINANCING,080040
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK - COMMERCIAL BANKING,080050
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- AGRIC VALUE CHAIN,080060
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- BUSINESS FINANCE,080070
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-,080100
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-HEAD OFFICE BRANCH,080100
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-RING ROAD CENTRAL BRANCH,080101
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ADABRAKA BRANCH,080102
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TEMA BRANCH,080103
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TESHIE BRANCH,080104
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KANESHIE BRANCH,080105
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-CEDI HOUSE BRANCH,080106
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-INTERNATIONAL BANKING,080107
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-GULF HOUSE BRANCH,080108
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-DANSOMAN BRANCH,080109
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NUNGUA BRANCH,080110
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KORKORDZOR BRANCH,080111
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-OSU BRANCH,080112
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-MADINA BRANCH,080113
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ABEKALAPAZ BRANCH,080114
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-AGONA SWEDRU BRANCH,080115
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ADB HOUSE BRANCH,080116
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ACHIMOTA BRANCH,080117
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SPINTEX ROAD BRANCH,080118
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-MAKOLA BRANCH,080119
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ACCRA NEW TOWN BRANCH,080120
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK LTD - TEMA MERIDIAN BRANCH,080121
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ASHIAMAN BRANCH,080124
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-DANQUAH CIRCLE BRANCH,080125
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK - NIMA BRANCH,080126
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KASOA BRANCH,080127
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK - WINNEBA BRANCH,080128
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- DIAMOND CEMENT BRANCH,080129
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KOFORIDUA BRANCH,080221
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SUHUM BRANCH,080222
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NKAWKAW BRANCH,080223
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK--ASIAKWA BRANCH,080229
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- KADE BRANCH,080230
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-CAPE COAST BRANCH,080331
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ASSIN FOSO BRANCH,080332
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-UCC BRANCH,080333
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-MANKESSIM BRANCH,080334
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TAKORADI BRANCH,080441
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ENCHI BRANCH,080444
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- TAKORADI HARBOUR BRANCH,080445
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-AGONA NKWANTA BRANCH,080446
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- GREL,080447
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-JUABOSO BRANCH,080448
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-HO BRANCH,080552
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KPANDO BRANCH,080553
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NKWANTA BRANCH,080554
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-DENU BRANCH,080555
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-JUAPONG BRANCH,080556
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SOGAKOPE BRANCH,080557
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- KPEVE BRANCH,080558
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- KPASSA BRANCH,080559
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KUMASI ADUM BRANCH,080661
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-BEKWAI BRANCH,080662
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NEW EDUBIASE BRANCH,080663
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-OBUASI BRANCH,080664
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KUMASI CENTRAL  MARKET BRANCH,080665
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KUMASI ASOKWA BRANCH,080666
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KUMASI PREMPEH 11 STREET BRANCH,080667
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-AMAKOM BRANCH,080668
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SEFWI WIAWSO BRANCH,080684
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-ATEBUBU BRANCH,080685
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-BONSO NKWANTA BRANCH,080686
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SEFWI ESSAM BRANCH,080687
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-SUNYANI BRANCH,080771
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-DORMAA AHENKRO BRANCH,080772
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-BEREKUM  BRANCH,080774
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NKORANSAH BRANCH,080775
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TECHIMAN BRANCH,080776
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-GOASO BRANCH,080777
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KWAPONG BRANCH,080778
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-KENYASE BRANCH,080779
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TAMALE BRANCH,080881
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-TAMALE ABOABO BRANCH,080882
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-YENDI BRANCH,080883
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- - BOLE BRANCH,080888
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRIC DEVELOPMENT BANK - KALADAN BRANCH,080889
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- - BUIPE BRANCH,080890
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- SAVELUGU BRANCH,080897
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-BOLGATANGA BRANCH,080991
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-BAWKU BRANCH,080992
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-NAVRONGO BRANCH,080993
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- TUMU BRANCH,080994
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-WA BRANCH,080995
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- WALEWALE BRANCH,080996
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK- WA BRANCH,081095
AGRICULTURAL DEVELOPMENT BANK (ADB),AGRICULTURAL DEVELOPMENT BANK-HOHOE BRANCH,081151
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - ACCRA MAIN BRANCH,090101
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - NORTH INDUSTRIAL AREA BRANCH,090102
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TUDU BRANCH,090103
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - ACCRA NEW TOWN BRANCH,090104
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - FAANOFA BRANCH,090105
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TEMA COMMUNITY TWO,090106
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - OSU BRANCH,090107
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - OKAISHIE,090108
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - KANASHIE,090109
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TEMA FISHING HARBOUR,090110
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - PREMIER TOWERS,090114
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - HEAD OFFICE,090115
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - SPINTEX ROAD BRANCH,090117
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - MADINA BRANCH,090118
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - KASOA BRANCH,090119
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TEMA COMMUNITY ONE BRANCH,090120
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD- ASHIAMAN BRANCH,090121
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - EAST LEGON BRANCH,090122
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - AIRPORT CITY BRANCH,090123
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - DANSOMAN BRANCH,090124
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD -KANESHIE MARKET BRANCH,090125
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD-ACHIMOTA BRANCH,090126
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - KOFORIDUA,090201
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - AKIM ODA BRANCH,090202
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - CAPE COAST BRANCH,090301
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - DUNKWA BRANCH,090302
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TAKORADI BRANCH,090401
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TARKWA BRANCH,090404
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD- TAKORADI MARKET CIRCLE BRANCH,090411
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - HO BRANCH,090501
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - ADUM BRANCH,090601
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - KUMASI CENTRAL BRANCH,090602
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - BIBIANI BRANCH,090603
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - ASAFO BRANCH,090605
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - SUAMI BRANCH,090606
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - KEJETIA BRANCH,090607
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - SUNYANI BRANCH,090701
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - BEREKUM BRANCH,090741
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - TAMALE BRANCH,090801
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - BOLGATANGA BRANCH,090901
SOCIETE GENERAL GHANA LTD (SG),SOCIETE GENERALE GHANA LTD - WA BRANCH,091001
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD,100100
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ACCRA BRANCH,100101
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TEMA BRANCH,100102
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-RIDGE BRANCH,100103
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ADABRAKA,100104
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-KANESHIE,100105
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ABEKA BRANCH,100106
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-NORTH INDUSTRIAL,100107
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TEMA EAST,100108
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ACHIMOTA,100109
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ABOSEY OKAI,100110
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-SOUTH INDUSTRIAL AREA,100111
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-OSU,100112
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD - LABONE,100113
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-AIRPORT CITY,100114
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK - JUNCTION MALL BRANCH,100115
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD - East Legon Branch,100116
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD - OXFORD STREET,100117
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD- SPINTEX ROAD,100118
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD - SAKAMAN BRANCH,100119
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-MADINA,100122
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-KOFORIDUA,100204
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TAKORADI,100401
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TARKWA,100402
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD - KASOA,100501
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-KUMASI,100601
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-BIBIANI,100602
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ASAFO,100603
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-BANTAMA,100604
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-ADUM,100605
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-KONONGO,100606
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TECHIMAN,100701
UNIVERSAL MERCHANT BANK (GH) LTD (UMB),UNIVERSAL MERCHANT BANK (GH) LTD-TAMALE,100801
REPUBLIC BANK (GH) LTD,REPUBLIC BANK,110100
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-EBANKESE BRANCH,110101
REPUBLIC BANK (GH) LTD,REPUBLIC BANK GH LTD-ACCRA CENTRAL,110103
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-RIDGE,110104
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-TEMA,110105
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-LEGON,110107
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-ABOSEY OKAI,110108
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-TUDU,110109
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD- BAATSONA,110116
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-PRIVATE BANKING,110117
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-ASHIAMAN,110118
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-POST OFFICE SQUARE BRANCH,110119
REPUBLIC BANK (GH) LTD,REPUBLIC BANK - ADABRAKA BRANCH,110120
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD - DANSOMAN BRANCH,110121
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- ACCRA NEW TOWN,110122
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD - MADINA,110123
